algorithm	fitness(basic)	fitness(custom)	num_violations	length_extensions	extension_pattern
run_ea	0.631578947368421	-2.8000000000000003	0.0	2.8000000000000003	010001110001001000000000100001001100000001000010000000000011
run_ea	0.625	-3.0000000000000004	0.0	3.0000000000000004	101100010000011001100001000000001000000000010010011000000100
run_ea	0.625	-3.0000000000000004	0.0	3.0000000000000004	010100011000010000000111101000000000000001010010010000000100
run_ea	0.6136363636363636	-3.400000000000001	0.0	3.400000000000001	110000100000110001000010010101000010101001100001000000100000
run_ea	0.6388888888888888	-2.6	0.0	2.6	110000000100010000000000100000001100011000010010100010000000
run_ea	0.631578947368421	-2.8000000000000003	0.0	2.8000000000000003	010110001100001000100110000000000100000000000001001000010100
run_ea	0.6666666666666666	-1.9999999999999998	0.0	1.9999999999999998	100001100000110000000000100000000000000000001000100000001001
run_ea	0.6190476190476191	-3.2000000000000006	0.0	3.2000000000000006	101100101010001001100010100010000100000010000000010010000000
run_ea	0.6388888888888888	-2.6	0.0	2.6	001110100000110001010000000000000010000010000110100000000000
run_ea_custom	0.631578947368421	-2.8000000000000003	0.0	2.8000000000000003	011010010110010000000000010010000000100001010000100100000000
run_ea_custom	0.625	-3.0000000000000004	0.0	3.0000000000000004	100100010000010000100000111000000010010010100010000000000110
run_ea_custom	0.6388888888888888	-2.6	0.0	2.6	001001000001110000001001000000001000110101000001000000000000
run_ea_custom	0.625	-3.0000000000000004	0.0	3.0000000000000004	001011011000101000000000001011000001000100000001100000010000
run_ea_custom	0.631578947368421	-2.8000000000000003	0.0	2.8000000000000003	100001100000001000100000000001000110001010100001000010010000
run_ea_custom	0.6388888888888888	-2.6	0.0	2.6	100100000100010000010010100000000100000000000010000011010010
run_ea_custom	0.625	-3.0000000000000004	0.0	3.0000000000000004	101010000001001000000110000100010100000010000000010001010001
run_ea_custom	0.625	-3.0000000000000004	0.0	3.0000000000000004	001001001000010000000000010101000000000100100010000100001111
run_ea_custom	0.6190476190476191	-3.2000000000000006	0.0	3.2000000000000006	011010101000011100101010000000000000000100001100000010000100
run_ea_custom	0.65625	-2.1999999999999997	0.0	2.1999999999999997	000011010000010000000000001001100000011000000000100100000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	010001100000001000000000000010000000001000000000010000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	010010000000110000000101000000000000000000000001000000000000
run_sa	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	010010001010110000000000000000000000000000000000110000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	100001000000110000000000000001000000000000001000010000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	001001000000110000000000000000000010000000010000010000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	100010010000010000000000000000000000101000000000010000000000
run_sa	0.7272727272727273	-1.2	0.0	1.2	100001000000101000000000001000000000000000001000000000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	011000001000010000000000000000000000100000001000010000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	100010000100010000000010000000000000000000010000100000000000
run_sa	0.7083333333333334	-1.4	0.0	1.4	001001100000010000000010100000000000000000001000000000000000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	010010000000110000000000100000000000000000010000010000000000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	100010000000110000000000000000000010000000000100010000000000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	100010010000010000000000000000000010001000000000100000000000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	100001000000110000000000001000000000001000000010000000000000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	001010001000010000000000000000000010000000000001100000000000
run_sa_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100001001000001000000000000000100000000010100000010000000000
run_sa_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100100100000010000000000110000000000000000001000000000010000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	100001100000010000000010100000000000000000000001000000000000
run_sa_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	001011000001001000000000000000000000101000000000010000000000
run_sa_custom	0.7083333333333334	-1.4	0.0	1.4	100100100000010000000000001000100000000000000001000000000000
run_metropolis	0.6785714285714286	-1.7999999999999998	0.0	1.7999999999999998	100001100000001000000000000010000010000010100010000000000000
run_metropolis	0.7083333333333334	-1.4	0.0	1.4	100100100000010000000000001000000100000000000010000000000000
run_metropolis	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	001001001000010000000000000001010000000000000001100000000000
run_metropolis	0.7083333333333334	-1.4	0.0	1.4	101000010000010000000000100000000000000000010000100000000000
run_metropolis	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100010010000010000000000000001000000100100001000000000000000
run_metropolis	0.7083333333333334	-1.4	0.0	1.4	110000001000001000000000001000000000001000000000100000000000
run_metropolis	0.6785714285714286	-1.7999999999999998	0.0	1.7999999999999998	010001000001010000000000000000000011000001001000000010000000
run_metropolis	0.7083333333333334	-1.4	0.0	1.4	001001000100010000000000000001000000000000010000100000000000
run_metropolis	0.7272727272727273	-1.2	0.0	1.2	000011000100010000000000001000000000000000001000000000000000
run_metropolis	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100001000001010000000000100001000000000010001000000000000000
run_metropolis_custom	0.7083333333333334	-1.4	0.0	1.4	100100000100010000000100000000000000001000000000100000000000
run_metropolis_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100110000001001000000100000000000000001000000000100000000000
run_metropolis_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100110000001001000000001000000000000000000010000010000000000
run_metropolis_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	110000110010001000000000100000000000000000000000100000000000
run_metropolis_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	100001000001001000000000000000100010001000000000100000000000
run_metropolis_custom	0.6785714285714286	-1.7999999999999998	0.0	1.7999999999999998	011000000001010010000000000000000010000001000001100000000000
run_metropolis_custom	0.7083333333333334	-1.4	0.0	1.4	000101000100010000000000000000000000000100100000010000000000
run_metropolis_custom	0.7083333333333334	-1.4	0.0	1.4	100001001000010000000000000000000000000000000100110000000000
run_metropolis_custom	0.7083333333333334	-1.4	0.0	1.4	100001001000001000000000000000000010000000000001010000000000
run_metropolis_custom	0.7083333333333334	-1.4	0.0	1.4	010100100000010000000110000000000000000000001000000000000000
