algorithm	fitness(basic)	fitness(custom)	num_violations	length_extensions	extension_pattern
run_hillclimber	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	000111010000001000000100000000000100000000000000010000000000
run_hillclimber	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	010010000000110000000000010000000000000000100000100000010000
run_hillclimber	0.6785714285714286	-1.7999999999999998	0.0	1.7999999999999998	010100100000010000000000000000000010000110100010000000000000
run_hillclimber	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	000101000100010000000000000000000000101000000000100100000000
run_hillclimber	0.7083333333333334	-1.4	0.0	1.4	010010010000010000000000000000000000000000000100110000000000
run_hillclimber	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	010100000110010000000000000000000000101000000000100000000000
run_hillclimber	0.7272727272727273	-1.2	0.0	1.2	000011000001010000000100000000000000000000000001000000000000
run_hillclimber	0.7272727272727273	-1.2	0.0	1.2	000101000001010000000000001000000000000000000001000000000000
run_hillclimber	0.7083333333333334	-1.4	0.0	1.4	110000001000010000000001000000000000001000000000010000000000
run_hillclimber	0.7083333333333334	-1.4	0.0	1.4	110000000001010000000000001000000000001000000000010000000000
run_hillclimber_custom	0.7272727272727273	-1.2	0.0	1.2	110000010000001000000000001000000000000000000001000000000000
run_hillclimber_custom	0.7083333333333334	-1.4	0.0	1.4	110000000100010000000000001000000000001000000000100000000000
run_hillclimber_custom	0.7083333333333334	-1.4	0.0	1.4	100001000100001000000000000000000000100000010000010000000000
run_hillclimber_custom	0.7083333333333334	-1.4	0.0	1.4	100010000100010000000001000000000000001000000000010000000000
run_hillclimber_custom	0.6666666666666666	-1.9999999999999998	0.0	1.9999999999999998	101000011010010000000000010000000001100000000010000000000000
run_hillclimber_custom	0.7083333333333334	-1.4	0.0	1.4	000011000100010000000010000001000000000000000001000000000000
run_hillclimber_custom	0.5	-100.8	1.0	0.8	000000000100001000000000001000000000000000000001000000000000
run_hillclimber_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	001110000001010000000000001000000000000000000110000000000000
run_hillclimber_custom	0.7083333333333334	-1.4	0.0	1.4	100001010000001000000000010000000100000000000000010000000000
run_hillclimber_custom	0.6923076923076923	-1.5999999999999999	0.0	1.5999999999999999	010110010000001000000001000000000000000000010000010000000000
run_ea	0.625	-3.0000000000000004	0.0	3.0000000000000004	011100000010101010000000000001001011000000010000010000000110
